"PointID","x","y","Displacement_x","Displacement_y","Sxx","Syy","Sxy","Von_Mises_Stress"
68,2.190452000000000e-01,2.406556000000000e-03,-7.087558337172244e-05,4.291590387720030e-03,-3.079573156065239e+04,-3.059330905441067e+03,1.303021267104171e+03,2.785856024629611e+04,
69,2.220172000000000e-01,2.212545000000000e-03,-6.803846212135816e-05,4.343954789835666e-03,-2.691939640259530e+04,-3.142405717056423e+03,1.099780441338738e+03,2.387851239371514e+04,
70,2.248340000000000e-01,2.027254000000000e-03,-6.530345076434330e-05,4.393704430293182e-03,-2.319872125854657e+04,-3.185342908603055e+03,9.133734292281804e+02,2.009657475946754e+04,
71,2.274956000000000e-01,1.850947000000000e-03,-6.267878458736468e-05,4.440810508814341e-03,-1.963907563567943e+04,-3.259763306049387e+03,7.453734010145581e+02,1.644701183860858e+04,
72,2.300241000000000e-01,1.682496000000000e-03,-6.015180455721802e-05,4.485639011130441e-03,-1.623703399265438e+04,-3.319323785996666e+03,5.703294509292514e+02,1.296797361632024e+04,
73,2.324184000000000e-01,1.522094000000000e-03,-5.772871401499903e-05,4.528148284375410e-03,-1.297790478433083e+04,-3.335837178080889e+03,3.821596360729184e+02,9.672313667022379e+03,
74,2.346773000000000e-01,1.369935000000000e-03,-5.541544817033543e-05,4.568296412288536e-03,-1.001543256408821e+04,-3.584375588077788e+03,2.327203306003402e+02,6.447877855371584e+03,
75,2.367526000000000e-01,1.229302000000000e-03,-5.326526210187048e-05,4.605208549432426e-03,-7.313947997401824e+03,-3.783950128755705e+03,9.266989894230130e+01,3.534860081152583e+03,
76,2.386838000000000e-01,1.097928000000000e-03,-5.124733705630028e-05,4.639571537396506e-03,-4.787481749834778e+03,-3.769478409477223e+03,-5.928157421078491e+01,1.024884394038066e+03,
77,2.404756000000000e-01,9.754269000000000e-04,-4.935792375588310e-05,4.671456273809723e-03,-2.601948575574671e+03,-3.961346115369079e+03,-1.838454835739961e+02,1.408246540390324e+03,
78,2.421274000000000e-01,8.618286000000000e-04,-4.759958354001333e-05,4.700843166401968e-03,-7.489956495212421e+02,-4.219918990037770e+03,-2.896469702065640e+02,3.518933120299643e+03,
79,2.436242000000000e-01,7.581486000000000e-04,-4.598988347426070e-05,4.727459632064303e-03,7.831998652980941e+02,-4.377033152175008e+03,-3.390044749493751e+02,5.204584606936692e+03,
80,2.449378000000000e-01,6.676967000000000e-04,-4.458500462877721e-05,4.750801810727018e-03,1.832348920026268e+03,-4.630670463107914e+03,-3.837939631412014e+02,6.508441500954177e+03,
81,2.461073000000000e-01,5.880181000000000e-04,-4.334872380667123e-05,4.771565903983507e-03,2.419707697994896e+03,-4.847842338869461e+03,-4.141765426764259e+02,7.314605414671436e+03,
82,2.471341000000000e-01,5.170859000000000e-04,-4.224614947252526e-05,4.789780423419873e-03,2.492463863971328e+03,-4.781028207552430e+03,-2.381725504326312e+02,7.289073436976561e+03,
83,2.480196000000000e-01,4.528477000000000e-04,-4.124216785282509e-05,4.805475064607194e-03,2.113158501458715e+03,-5.545729808953620e+03,-6.227993558278521e+02,7.759515854861633e+03,
84,2.487303000000000e-01,3.958708000000000e-04,-4.034062065283118e-05,4.818063845392939e-03,1.616895284540381e+03,-5.340238537633009e+03,-8.935366899172823e+01,6.959428664213613e+03,
85,2.492635000000000e-01,3.633241000000000e-04,-3.984627086098586e-05,4.827502173662379e-03,-8.771560524429169e+02,-4.404171080746630e+03,5.922905333220867e+02,3.720627274174623e+03,
86,2.496380000000000e-01,3.554192000000000e-04,-3.976578744152178e-05,4.834127912498419e-03,-7.396095893920822e+02,-4.008078335542486e+03,-2.321870325380772e+02,3.301292355559766e+03,
87,2.498726000000000e-01,3.512388000000000e-04,-3.972762649484667e-05,4.838280681012568e-03,3.430572923163763e+03,2.461643816999454e+03,2.459534914848926e+03,5.013588694958535e+03,
88,2.500000000000000e-01,3.150000000000000e-04,-3.910619152531357e-05,4.840539820081436e-03,1.013394321956830e+04,1.194364776330764e+04,6.709957776106877e+03,1.354138707681674e+04,
89,-1.495276000000000e-01,1.076805000000000e-02,0.000000000000000e+00,0.000000000000000e+00,-1.103317935627375e+06,-3.858473536149026e+05,2.015829202828415e+05,8.229864707589970e+05,
90,-1.444322000000000e-01,1.086801000000000e-02,-7.044990926285343e-06,3.971802789779241e-06,-9.955687339773166e+05,1.901369855039745e+04,4.163848151729853e+04,1.017994383563151e+06,
91,-1.392533000000000e-01,1.095682000000000e-02,-1.489147289356008e-05,1.126538525492325e-05,-9.981219068989779e+05,9.130064110533667e+03,2.536646582980491e+04,1.008528811416573e+06,
92,-1.339933000000000e-01,1.103452000000000e-02,-2.224503277989970e-05,2.156816950512661e-05,-9.234507239277881e+05,1.669903987177363e+04,1.911150794088952e+04,9.409264462833802e+05,
93,-1.286547000000000e-01,1.110114000000000e-02,-2.929677098435469e-05,3.531621749511103e-05,-8.694135924979791e+05,1.550225968351701e+04,2.070462221552699e+04,8.858841859783108e+05,
94,-1.232297000000000e-01,1.115517000000000e-02,-3.606912149819118e-05,5.248846213394120e-05,-8.200587542337939e+05,1.451199874550080e+04,2.132646799568598e+04,8.356599874812189e+05,
95,-1.177160000000000e-01,1.119566000000000e-02,-4.256518066955919e-05,7.305978379978039e-05,-7.743685402546241e+05,1.354578554914249e+04,2.137219365128387e+04,7.890729164359121e+05,
96,-1.121342000000000e-01,1.122533000000000e-02,-4.877400395123245e-05,9.690301450105445e-05,-7.317932067963687e+05,1.292634321707054e+04,2.126337403095784e+04,7.459327935363490e+05,
97,-1.064868000000000e-01,1.124430000000000e-02,-5.470024009966239e-05,1.239424989435680e-04,-6.921770330932138e+05,1.268522869363958e+04,2.109847331705952e+04,7.061242032365988e+05,
98,-1.007766000000000e-01,1.125267000000000e-02,-6.034781066317993e-05,1.540970506904251e-04,-6.552653705621131e+05,1.248604751498161e+04,2.096422917248815e+04,6.690664779849289e+05,
99,-9.499069000000000e-02,1.124770000000000e-02,-6.571823727243299e-05,1.873802889165896e-04,-6.209515223670087e+05,1.200489979696013e+04,2.063509074208143e+04,6.343004495019282e+05,
100,-8.914457000000001e-02,1.123152000000000e-02,-7.081095755518039e-05,2.236598198980307e-04,-5.889080390310006e+05,1.145125197762935e+04,2.026115999325643e+04,6.017253000476831e+05,
101,-8.324681000000000e-02,1.120534000000000e-02,-7.563092787362074e-05,2.628291569816647e-04,-5.589160789017861e+05,1.110032522137093e+04,1.990949894126818e+04,5.714055071154493e+05,
102,-7.730015000000000e-02,1.116932000000000e-02,-8.018234751467418e-05,3.048106206878936e-04,-5.308142305370397e+05,1.089792802669630e+04,1.955018939638942e+04,5.431214434705381e+05,
103,-7.130565000000000e-02,1.112325000000000e-02,-8.446778053545854e-05,3.495378968618334e-04,-5.044657756614540e+05,1.063039273761919e+04,1.923205964793016e+04,5.165303003431769e+05,
104,-6.525549999999999e-02,1.106465000000000e-02,-8.847755819665798e-05,3.970204566739704e-04,-4.798246662560009e+05,1.022943719803749e+04,1.880175368811050e+04,4.914947080886374e+05,
105,-5.916815000000000e-02,1.099702000000000e-02,-9.222830125108961e-05,4.470677905702391e-04,-4.566416251437163e+05,9.875202072282242e+03,1.837219944357330e+04,4.679616447159529e+05,
106,-5.304641000000000e-02,1.092055000000000e-02,-9.572476789247561e-05,4.996021560046711e-04,-4.348140919915134e+05,9.601395395008258e+03,1.793187621005782e+04,4.458602181924856e+05,
107,-4.689310000000000e-02,1.083546000000000e-02,-9.897115964963753e-05,5.545444559779185e-04,-4.142109850832719e+05,9.325702294697401e+03,1.751121672249365e+04,4.249822306867809e+05,
108,-4.070687000000000e-02,1.074054000000000e-02,-1.019611543066287e-04,6.118553440159437e-04,-3.947899858637574e+05,9.042722668518032e+03,1.711206456494757e+04,4.052803319866552e+05,
109,-3.449269000000000e-02,1.063606000000000e-02,-1.046973826446879e-04,6.714404603888048e-04,-3.764886622697569e+05,8.805587719087187e+03,1.669840477252578e+04,3.867389377374023e+05,
110,-2.825901000000000e-02,1.052394000000000e-02,-1.071973065510143e-04,7.331679935555114e-04,-3.591984285681456e+05,8.569078516227170e+03,1.624982442770038e+04,3.692007129499868e+05,
111,-2.200871000000000e-02,1.040441000000000e-02,-1.094656421224492e-04,7.969570745410515e-04,-3.428249838828663e+05,8.240046766887695e+03,1.576426524905596e+04,3.524779482187264e+05,
112,-1.574467000000000e-02,1.027771000000000e-02,-1.115066009447045e-04,8.627283095450676e-04,-3.272542178021277e+05,7.904199394029694e+03,1.533567251275631e+04,3.365589042398188e+05,
113,-9.468287000000001e-03,1.014204000000000e-02,-1.133038583152091e-04,9.304182472515855e-04,-3.124981527401202e+05,7.721259639512557e+03,1.496495203519250e+04,3.216150979391667e+05,
114,-3.186947000000000e-03,9.999591000000000e-03,-1.148811176742229e-04,9.998967065745568e-04,-2.985222612198422e+05,7.627982836817809e+03,1.457563808621389e+04,3.075349879906896e+05,
115,3.095891000000000e-03,9.851024999999999e-03,-1.162484516108194e-04,1.071072841234969e-03,-2.852875191896085e+05,7.375402839620260e+03,1.411207831560114e+04,2.940207287730391e+05,
116,9.377325000000001e-03,9.696590999999999e-03,-1.174103873618305e-04,1.143864565443667e-03,-2.726685328541571e+05,6.944649693860290e+03,1.362340062045625e+04,2.809375731946381e+05,
117,1.565371000000000e-02,9.536124999999999e-03,-1.183660716311112e-04,1.218183234663250e-03,-2.605733429440068e+05,6.641113191348773e+03,1.322656888472598e+04,2.685206399246871e+05,
118,2.191793000000000e-02,9.368925000000000e-03,-1.191076921831267e-04,1.293894638177112e-03,-2.490487962657159e+05,6.615890164776361e+03,1.291478908319175e+04,2.569661436762735e+05,
119,2.816851000000000e-02,9.196915999999999e-03,-1.196624395038876e-04,1.370927355674435e-03,-2.381262869005979e+05,6.565657289587525e+03,1.253635335835075e+04,2.459731452286500e+05,
120,3.440257000000000e-02,9.020346000000000e-03,-1.200360218142406e-04,1.449194768246764e-03,-2.277538462015251e+05,6.196268061499266e+03,1.206367169431897e+04,2.351909536157278e+05,
121,4.061722000000000e-02,8.839461000000000e-03,-1.202326897228393e-04,1.528614981268341e-03,-2.177719221302690e+05,5.718625982240375e+03,1.160506820252482e+04,2.246925355403932e+05,
122,4.680344000000000e-02,8.653717999999999e-03,-1.202446414327858e-04,1.609026464195559e-03,-2.081356218882678e+05,5.552920161070062e+03,1.128240830517356e+04,2.148766249544846e+05,
123,5.295731000000000e-02,8.463808999999999e-03,-1.200836545330130e-04,1.690325595338633e-03,-1.989358509760389e+05,5.640405359560420e+03,1.100505683984820e+04,2.057568705061438e+05,
124,5.907970000000000e-02,8.270609999999999e-03,-1.197662612000150e-04,1.772469974118763e-03,-1.902316298632195e+05,5.507134290694796e+03,1.062442442764705e+04,1.968887436350205e+05,
125,6.516779000000000e-02,8.074356000000000e-03,-1.192975342689901e-04,1.855373693857083e-03,-1.819126354087068e+05,5.013498871497055e+03,1.016203969803183e+04,1.880277848623397e+05,
126,7.121877000000000e-02,7.875283000000000e-03,-1.186816539594595e-04,1.938955559052249e-03,-1.738181384679739e+05,4.594197160144749e+03,9.755252416599596e+03,1.794759630232605e+05,
127,7.721327000000000e-02,7.672873000000000e-03,-1.179079620974235e-04,2.022899025603307e-03,-1.659760169960880e+05,4.594874793428359e+03,9.517192034573971e+03,1.716296504184598e+05,
128,8.316086000000000e-02,7.468335000000000e-03,-1.170013421982140e-04,2.107283149923743e-03,-1.585099462488327e+05,4.687742584521951e+03,9.245154459728345e+03,1.642418252592359e+05,
129,8.905962000000001e-02,7.261940000000000e-03,-1.159690107054371e-04,2.192029873303706e-03,-1.514456041873461e+05,4.403080128751933e+03,8.861296355337776e+03,1.568531245957416e+05,
130,9.490684000000001e-02,7.053912000000000e-03,-1.148155511311264e-04,2.277055622520122e-03,-1.446208232247247e+05,3.866320118506349e+03,8.433080530500574e+03,1.494419590582541e+05,
131,1.006927000000000e-01,6.844346000000000e-03,-1.135413578033238e-04,2.362174078104254e-03,-1.379227103735058e+05,3.593933814512491e+03,8.109099919940664e+03,1.424429380077668e+05,
132,1.064041000000000e-01,6.633491000000000e-03,-1.121498474713759e-04,2.447141373906218e-03,-1.314371188382510e+05,3.691452871001334e+03,7.904982352430656e+03,1.360503064169703e+05,
133,1.120528000000000e-01,6.421913000000000e-03,-1.106575046019321e-04,2.532079011198245e-03,-1.252896184707206e+05,3.674439804582209e+03,7.627874379724068e+03,1.298632596119746e+05,
134,1.176359000000000e-01,6.209823000000000e-03,-1.090697854409047e-04,2.616896329697119e-03,-1.194359789720217e+05,3.257836161391750e+03,7.254980786606073e+03,1.235488213494905e+05,
135,1.231511000000000e-01,5.997430000000000e-03,-1.073911208976898e-04,2.701516381638757e-03,-1.137121984674865e+05,2.783885872659858e+03,6.876042854339723e+03,1.173049765693057e+05,
136,1.285761000000000e-01,5.785022000000000e-03,-1.056222997134666e-04,2.785551172239397e-03,-1.080798933651155e+05,2.666719952154413e+03,6.633950216322604e+03,1.115385563073841e+05,
137,1.339162000000000e-01,5.572972000000000e-03,-1.037746219379310e-04,2.869031000540663e-03,-1.026536996495673e+05,2.743000772143410e+03,6.427242182043736e+03,1.061776917626786e+05,
138,1.391778000000000e-01,5.361479000000000e-03,-1.018567229402953e-04,2.952007083535653e-03,-9.750641259925501e+04,2.564724515782275e+03,6.143476130238864e+03,1.008226248386137e+05,
139,1.443584000000000e-01,5.150745000000000e-03,-9.987357603265559e-05,3.034396858361731e-03,-9.254214862442647e+04,2.112172134646947e+03,5.801347621872201e+03,9.536279659951654e+04,
140,1.494538000000000e-01,4.940995000000000e-03,-9.782973953573190e-05,3.116092732799204e-03,-8.765593718396872e+04,1.775213559753217e+03,5.479996976818897e+03,9.010023413293716e+04,
141,1.544304000000000e-01,4.732990000000000e-03,-9.573211472321298e-05,3.196508236929550e-03,-8.287242006887106e+04,1.730561729048151e+03,5.290382073178052e+03,8.526204958256552e+04,
142,1.593162000000000e-01,4.526578000000000e-03,-9.358905685404919e-05,3.276046111042407e-03,-7.827611272507365e+04,1.689531250374812e+03,5.064527417919095e+03,8.060460264944921e+04,
143,1.641087000000000e-01,4.321953000000000e-03,-9.140604757406467e-05,3.354622797632946e-03,-7.387914846539134e+04,1.397511787281625e+03,4.786886885623333e+03,7.588301999142735e+04,
144,1.688059000000000e-01,4.119309000000000e-03,-8.918803800966433e-05,3.432165559909488e-03,-6.959332523557238e+04,1.017544223596562e+03,4.484530811899235e+03,7.117821964752485e+04,
145,1.733892000000000e-01,3.919247000000000e-03,-8.694314392629815e-05,3.508325717145485e-03,-6.538330468373359e+04,8.068910784692705e+02,4.236786484352162e+03,6.673037879328046e+04,
