TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","HeatFlux_Total","HeatFlux_Maximum","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.19385273e+00, -3.35234569e+00, -1.84726684e+01, -2.57516931e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0006666667
           1, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.25521879e+00, -3.48748015e+00, -4.06700711e+00, -2.63467997e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0011666667
           2, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.31474872e+00, -3.60528574e+00, -3.80788830e+00, -2.69266204e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0015000000
           3, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.37257097e+00, -3.67561107e+00, -3.67575312e+00, -2.74963673e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0020000000
           4, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.42759882e+00, -3.68467583e+00, -3.59695497e+00, -2.80463754e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0023333333
           5, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.47795799e+00, -3.65792161e+00, -3.54833968e+00, -2.85562528e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0028333333
           6, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.52162054e+00, -3.62450837e+00, -3.51943690e+00, -2.90015304e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0033333333
           7, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.55726462e+00, -3.59727159e+00, -3.50442553e+00, -2.93639574e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0038333333
           8, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -3.58481143e+00, -3.57916965e+00, -3.49959961e+00, -2.96394530e+00, 0.00000000e+00, 3.0000000000, 1.0000000000, 0.0041666667
